"id","country_code","name"
"GYA104","GY","Demerara - Mahaica"
"AZA101","AZ","Abseron iqtisadi rayonu"
"TRA114","TR","Bolu"
"NIA135","NI","Leon"
"CNA181","CN","Xianggang Tebie Xingzhengqu / Hongkong"
"LTA104","LT","Marijampoles apskritis"
"GBA1E10000025","GB","Oxfordshire"
"PEA105","PE","Ayacucho"
"TRA152","TR","Ordu"
"BRA132","BR","Espirito Santo"
"TRA180","TR","Osmaniye"
"KSA17","KS","Ferizaj/Urosevac"
"ITA115","IT","Campania"
"MXA121","MX","Puebla"
"IDA113","ID","Sumatera Barat"
"BRA153","BR","Distrito Federal"
"THA112","TH","Nonthaburi"
"MXA110","MX","Durango"
"BOA105","BO","Potosi"
"ECA109","EC","Guayas"
"ZAA1GT","ZA","Gauteng"
"GBA1E10000018","GB","Leicestershire"
"PEA120","PE","Piura"
"MXA102","MX","Baja California"
"PLA112","PL","Malopolskie"
"BYA12","BY","Vitebskaya"
"PLA126","PL","Swietokrzyskie"
"USA156","US","Wyoming"
"DOA128","DO","Monsenor Nouel"
"KZA151","KZ","Ontustik Kazakstan o."
"ALA110","AL","Shkoder"
"TRA139","TR","Kirklareli"
"UYA101","UY","Montevideo"
"PLA130","PL","Wielkopolskie"
"AZA109","AZ","Naxcivan iqtisadi rayonu"
"SDA106","SD","Khartoum"
"BRA131","BR","Minas Gerais"
"ITA112","IT","Lazio"
"HRA111","HR","City of Zagreb"
"SEA124","SE","Vasterbottens"
"PLA120","PL","Podlaskie"
"DEA107","DE","Rheinland-Pfalz"
"TRA123","TR","Elazig"
"GBA1E06000008","GB","Blackburn with Darwen"
"INA109","IN","UTTAR PRADESH"
"LYA111","LY","Tripoli (Tarabulus)"
"USA129","US","Missouri"
"TRA110","TR","Balikesir"
"MXA101","MX","Aguascalientes"
"SEA125","SE","Norrbottens"
"HRA125","HR","Osijek-Baranja"
"KZA163","KZ","Shygys Kazakstan o."
"CRA17","CR","Limon"
"ESA112","ES","Galicia"
"ROA102","RO","Arad"
"GRA1243","GR","Peloponnisos"
"USA131","US","Nebraska"
"TRA109","TR","Aydin"
"CHA112","CH","Basel-Stadt"
"PEA108","PE","Cusco"
"INA103","IN","PUNJAB"
"JPA101","JP","Hokkaido"
"ESA108","ES","Castilla - La Mancha"
"MXA106","MX","Colima"
"NAA111","NA","Khomas"
"RUA12","RU","Yuzhnyy (YUFO)"
"ILA14","IL","Central"
"USA119","US","Iowa"
"KZA111","KZ","Akmola o."
"CLA103","CL","Atacama"
"NPA152405","NP","Western Development Region"
"VNA136","VN","Tinh Nam Dinh"
"FRA175","FR","Aquitaine-Limousin-Poitou-Charentes"
"PHA116","PH","Caraga"
"MKA1005","MK","Pelagoniski"
"BOA102","BO","La Paz"
"ESA109","ES","Cataluna"
"HRA133","HR","Zadar"
"BYA11","BY","Brestskaya"
"BYA15","BY","g. Minsk"
"UAA148","UA","Mykolaivs'ka oblast'"
"TRA125","TR","Erzurum"
"VEA122","VE","Yaracuy"
"COA111","CO","Sata Fe de Bogota D.C."
"AEA105","AE","Ras al-Khaimah"
"GNA12","GN","Conakry"
"NZA102","NZ","Auckland Region"
"INA130","IN","GOA"
"VNA134","VN","Tinh Thai Binh"
"USA121","US","Kentucky"
"CLA104","CL","Coquimbo"
"IEA11","IE","Leinster"
"TRA119","TR","Corum"
"USA124","US","Maryland"
"INA107","IN","DELHI"
"IDA134","ID","DI Yogyakarta"
"IDA116","ID","Sumatera Selatan"
"GBA1E06000039","GB","Slough"
"JMA113","JM","St. Andrew"
"GBA1S12000038","GB","Renfrewshire"
"USA122","US","Louisiana"
"GBA1E06000044","GB","Portsmouth"
"GBA1E06000040","GB","Windsor and Maidenhead"
"SKA18","SK","Kosicky"
"SYA101","SY","Damascus"
"IDA164","ID","Kalimantan Timur"
"INA124","IN","GUJARAT"
"ITA107","IT","Liguria"
"SIA108","SI","Osrednjeslovenska"
"BSA1NP","BS","New Providence"
"NIA125","NI","Esteli"
"FRA194","FR","Corse"
"MYA114","MY","Wilayah Persekutuan Kuala Lumpur"
"GBA1E06000027","GB","Torbay"
"BRA128","BR","Sergipe"
"MXA120","MX","Oaxaca"
"DOA125","DO","Santiago"
"RWA11","RW","Kigali City"
"MXA125","MX","Sinaloa"
"KEA104","KE","Nairobi Province"
"SVA103","SV","Sonsonate"
"THA157","TH","Chiang Rai"
"JPA125","JP","Shiga"
"USA134","US","New Jersey"
"LTA106","LT","Siauliu apskritis"
"USA148","US","Texas"
"USA112","US","Florida"
"NGA115","NG","FCT"
"BOA106","BO","Tarija"
"UAA105","UA","Vinnyts'ka oblast'"
"CZA151","CZ","Liberecky kraj"
"VEA121","VE","Trujillo"
"IQA116","IQ","Arbil"
"KWA102","KW","Hawally"
"BRA115","BR","Para"
"SEA106","SE","Jonkopings"
"OMA101","OM","Muscat Governorate"
"BRA121","BR","Maranhao"
"DKA1082","DK","Region Midtjylland"
"CHA125","CH","Geneve"
"GBA1E06000034","GB","Thurrock"
"IDA171","ID","Sulawesi Utara"
"GBA1E06000029","GB","Poole"
"VNA125","VN","Tinh Phu Tho"
"GBA1E06000015","GB","Derby"
"VNA158","VN","Tinh Ninh Thuan"
"VEA114","VE","Merida"
"VEA117","VE","Nueva Esparta"
"TRA136","TR","Kars"
"MQA102","MQ","Martinique"
"MDA19801000","MD","Tiraspol"
"LAA106","LA","Luangprabang"
"SEA103","SE","Uppsala"
"MAA116","MA","Tanger - Tetouan"
"BRA126","BR","Pernambuco"
"TRA163","TR","Sanliurfa"
"TRA153","TR","Rize"
"NIA140","NI","Matagalpa"
"THA120","TH","Chonburi"
"CHA121","CH","Ticino"
"MAA110","MA","Rabat - Sale - Zemmour - Zaer"
"GBA1E06000051","GB","Shropshire"
"BRA141","BR","Parana"
"ROA119","RO","Harghita"
"USA126","US","Michigan"
"GBA1E06000012","GB","North East Lincolnshire"
"CLA102","CL","Antofagasta"
"GBA1E10000002","GB","Buckinghamshire"
"TZA101","TZ","Arusha"
"PEA112","PE","Junin"
"USA144","US","Rhode Island"
"VNA119","VN","Tinh Thai Nguyen"
"CLA115","CL","Arica y Parinacota"
"MYA112","MY","Sabah"
"KZA135","KZ","Karagandy o."
"MYA102","MY","Kedah"
"ESA113","ES","Madrid, Comunidad de"
"ECA111","EC","Loja"
"USA142","US","Pennsylvania"
"UAA101","UA","Avtonomna Respublika Krym"
"GBA1E06000035","GB","Medway"
"SEA113","SE","Hallands"
"ROA134","RO","Teleorman"
"PEA104","PE","Arequipa"
"BHA11","BH","Capital Governorate"
"ESA105","ES","Canarias"
"SKA14","SK","Nitriansky"
"UAA161","UA","Ternopil's'ka oblast'"
"CAA124","CA","Quebec / Quebec"
"HNA118","HN","Yoro"
"GEA105","GE","Imereti"
"MXA127","MX","Tabasco"
"CHA101","CH","Zuerich"
"MAA112","MA","Tadla - Azilal"
"AUA15","AU","Western Australia"
"AUA14","AU","South Australia"
"GBA1E06000033","GB","Southend-on-Sea"
"ILA13","IL","Haifa"
"LTA101","LT","Alytaus apskritis"
"ILA15","IL","Tel Aviv"
"MXA129","MX","Tlaxcala"
"PEA114","PE","Lambayeque"
"DEA108","DE","Baden-Wuerttemberg"
"GBA1E10000011","GB","East Sussex"
"SEA101","SE","Stockholms"
"ARA178","AR","Santa Cruz"
"UAA118","UA","Zhytomyrs'ka oblast'"
"CMA102","CM","Centre"
"PEA113","PE","La Libertad"
"ECA108","EC","Esmeraldas"
"MXA128","MX","Tamaulipas"
"DEA106","DE","Hessen"
"NZA114","NZ","Otago Region"
"USA123","US","Maine"
"AZA103","AZ","Baki seheri"
"GBA1W06000013","GB","Bridgend"
"KRA144","KR","Chungcheongnam-do"
"ROA126","RO","Mures"
"MEA120176","ME","Podgorica"
"UZA11726","UZ","Tashkent g."
"VEA106","VE","Barinas"
"TRA104","TR","Agri"
"PAA1104","PA","Chiriqui"
"BRA135","BR","Sao Paulo"
"THA110","TH","Bangkok"
"RUA16","RU","Ural'skiy (UFO)"
"ZAA1KZN","ZA","KwaZulu-Natal"
"JPA110","JP","Gunma"
"ROA128","RO","Olt"
"GBA1E11000003","GB","South Yorkshire"
"PKA12","PK","Punjab"
"BDA12","BD","Chittagong"
"MAA104","MA","Sous-Massa-Draa"
"GBA1N09000005","GB","Derry City and Strabane"
"USA139","US","Ohio"
"GBA1E06000028","GB","Bournemouth"
"RUA15","RU","Sibirskiy (SFO)"
"GBA1E06000007","GB","Warrington"
"GBA1S12000029","GB","South Lanarkshire"
"GBA1E09000001","GB","City of London"
"ESA106","ES","Cantabria"
"PEA110","PE","Huanuco"
"LAA101","LA","Vientiane Capital"
"BFA103","BF","Centre"
"BGA132","BG","Severen tsentralen"
"CLA111","CL","Aysen del Gen. Carlos Ibanez del Campo"
"NZA108","NZ","Manawatu-Wanganui Region"
"CRA12","CR","Alajuela"
"ARA114","AR","Cordoba"
"KZA147","KZ","Mangystau o."
"BEA102000","BE","Vlaams Gewest"
"FRA153","FR","Bretagne"
"ECA113","EC","Manabi"
"INA108","IN","RAJASTHAN"
"GBA1E10000008","GB","Devon"
"ESA110","ES","Comunitat Valenciana"
"GBA1E10000029","GB","Suffolk"
"MXA122","MX","Queretaro"
"DEA114","DE","Sachsen"
"MXA104","MX","Campeche"
"TRA148","TR","Mugla"
"JPA141","JP","Saga"
"GEA109","GE","Samegrelo-Zemo Svaneti"
"VNA104","VN","Tinh Cao Bang"
"THA140","TH","Khon Kaen"
"MAA113","MA","Meknes - Tafilalet"
"HRA124","HR","Slavonski Brod-Posavina"
"JPA140","JP","Fukuoka"
"SEA119","SE","Vastmanlands"
"CZA163","CZ","Kraj Vysocina"
"GBA1N09000003","GB","Belfast"
"ATA19","AT","Wien"
"USA153","US","Washington"
"INA128","IN","ANDHRA PRADESH"
"TTA110","TT","Port of Spain"
"KSA15","KS","Prizren"
"RUA17","RU","Privolzhskiy (PFO)"
"TZA102","TZ","Dar Es Salaam"
"GTA109","GT","Quetzaltenango"
"TGA101","TG","Maritime"
"PHA110","PH","Northern Mindanao"
"ROA131","RO","Salaj"
"AZA105","AZ","Gence-Qazax iqtisadi rayonu"
"GBA1E06000005","GB","Darlington"
"SIA102","SI","Podravska"
"GAA11","GA","Estuaire"
"GBA1W06000006","GB","Wrexham"
"JPA137","JP","Kagawa"
"VEA107","VE","Bolivar"
"PYA101","PY","Concepcion"
"INA120","IN","JHARKHAND"
"SVA106","SV","San Salvador"
"PLA104","PL","Kujawsko-Pomorskie"
"VNA140","VN","Tinh Nghe An"
"ARA154","AR","Misiones"
"EEA178","EE","Tartu maakond"
"RSA104","RS","Region Juzne i Istocne Srbije"
"PTA130","PT","Regiao Autonoma da Madeira"
"USA101","US","Alabama"
"SEA107","SE","Kronobergs"
"BRA111","BR","Rondonia"
"USA106","US","California"
"ITA110","IT","Umbria"
"USA118","US","Indiana"
"GBA1E11000005","GB","West Midlands"
"USA130","US","Montana"
"TNA131","TN","Sousse"
"AMA101","AM","Yerevan"
"TRA172","TR","Batman"
"GBA1E10000016","GB","Kent"
"IDA172","ID","Sulawesi Tengah"
"GBA1E06000043","GB","Brighton and Hove"
"ARA106","AR","Buenos Aires"
"BGA134","BG","Yugoiztochen"
"LTA110","LT","Vilniaus apskritis"
"JPA107","JP","Fukushima"
"IQA118","IQ","Al Sulaymaniah"
"DEA102","DE","Hamburg"
"USA108","US","Colorado"
"ITA120","IT","Sardegna"
"JPA109","JP","Tochigi"
"GBA1E10000027","GB","Somerset"
"HUA11","HU","Kozep-Magyarorszag"
"ATA18","AT","Vorarlberg"
"ROA138","RO","Valcea"
"BRA129","BR","Bahia"
"GRA1112","GR","Kentriki Makedonia"
"GBA1E10000034","GB","Worcestershire"
"JMA107","JM","Manchester"
"PAA1108","PA","Panama"
"AOA111","AO","Luanda (Capital)"
"DEA111","DE","Berlin"
"USA117","US","Illinois"
"MKA1006","MK","Poloshki"
"SAA101","SA","Al-Riyadh"
"MXA113","MX","Hidalgo"
"KHA112","KH","Phnom Penh"
"PEA116","PE","Loreto"
"PHA109","PH","Zamboanga Peninsula"
"JPA106","JP","Yamagata"
"PLA132","PL","Zachodniopomorskie"
"TRA178","TR","Karabuk"
"USA120","US","Kansas"
"TRA103","TR","Afyonkarahisar"
"PKA13","PK","Sindh"
"JPA120","JP","Nagano"
"MDA10301000","MD","Balti"
"LKA11","LK","Western"
"CHA122","CH","Vaud"
"CHA117","CH","St. Gallen"
"DEA101","DE","Schleswig-Holstein"
"DEA110","DE","Saarland"
"BRA127","BR","Alagoas"
"PRA172113","PR","Ponce"
"ROA109","RO","Braila"
"IDA131","ID","DKI Jakarta"
"IDA151","ID","Bali"
"ARA186","AR","Santiago del Estero"
"GBA1E06000004","GB","Stockton-on-Tees"
"GBA1E06000038","GB","Reading"
"CIA109","CI","Lagunes"
"ROA107","RO","Botosani"
"THA195","TH","Yala"
"DOA106","DO","Duarte"
"ITA108","IT","Emilia-Romagna"
"BGA131","BG","Severozapaden"
"BRA114","BR","Roraima"
"HRA135","HR","Split-Dalmatia"
"BRA133","BR","Rio de Janeiro"
"CZA153","CZ","Pardubicky kraj"
"RUA14","RU","Dal'nevostochnyy (DVFO)"
"KRA145","KR","Jeollabuk-do"
"TRA142","TR","Konya"
"SVA102","SV","Santa Ana"
"ECA117","EC","Pichincha"
"ATA13","AT","Niederoesterreich"
"USA127","US","Minnesota"
"CHA103","CH","Luzern"
"USA109","US","Connecticut"
"CLA106","CL","Libertador General Bernardo O'Higgins"
"GBA1E10000014","GB","Hampshire"
"INA133","IN","TAMIL NADU"
"GBA1E06000016","GB","Leicester"
"GBA1E11000007","GB","Tyne and Wear"
"GBA1S12000024","GB","Perth and Kinross"
"RUA11","RU","Tsentral'nyy (TSFO)"
"VNA162","VN","Tinh Kon Tum"
"ILA11","IL","Jerusalem"
"FRA144","FR","Alsace-Champagne-Ardenne-Lorraine"
"GBA1E10000003","GB","Cambridgeshire"
"HNA101","HN","Atlantida"
"LVA103","LV","Latgale Region"
"THA149","TH","Mukdahan"
"RSA103","RS","Region Sumadije i Zapadne Srbije"
"VEA101","VE","Distrito Capital"
"VEA105","VE","Aragua"
"ATA14","AT","Oberoesterreich"
"DEA103","DE","Niedersachsen"
"BBA106","BB","St. Michael"
"PYA110","PY","Alto Parana"
"KRA148","KR","Gyeongsangnam-do"
"LTA108","LT","Telsiu apskritis"
"VNA166","VN","Tinh Dak Lak"
"LUA11","LU","Luxembourg"
"TRA107","TR","Antalya"
"PEA121","PE","Puno"
"CZA120","CZ","Stredocesky kraj"
"MYA111","MY","Terengganu"
"PTA111","PT","Norte"
"ROA133","RO","Suceava"
"JPA123","JP","Aichi"
"VNA101","VN","Thanh pho Ha Noi"
"MYA106","MY","Pahang"
"ILA12","IL","Northern"
"UAA171","UA","Cherkas'ka oblast'"
"INA132","IN","KERALA"
"ROA117","RO","Galati"
"TRA155","TR","Samsun"
"MXA103","MX","Baja California Sur"
"INA110","IN","BIHAR"
"CYA14","CY","Eparchia Larnakas"
"ROA112","RO","Cluj"
"MYA105","MY","Negeri Sembilan"
"TWA164000","TW","Kaohsiung City"
"CZA171","CZ","Olomoucky kraj"
