"artist_name","latitude","longitude","views","track_name","track_link","country_code","geo_name","geonameid","boundaries_admin_0","boundaries_admin_1","boundaries_postal_1"
"BTS",35.73319,-81.3412,10000,"Butter","WMweEpGlu_U","US","Hickory",4470778,"US","USA137","USP128"
"BTS",32.8343,-97.2289,10000,"Butter","WMweEpGlu_U","US","North Richland Hills",4715292,"US","USA148","USP176"
"BTS",33.01512,-96.53888,10000,"Butter","WMweEpGlu_U","US","Wylie",4743275,"US","USA148","USP175"
"BTS",38.68789,-77.29776,10000,"Butter","WMweEpGlu_U","US","Lake Ridge",4768351,"US","USA151","USP122"
"BTS",38.75095,-77.47527,10000,"Butter","WMweEpGlu_U","US","Manassas",4771401,"US","USA151","USP120"
"BTS",32.60986,-85.48078,10000,"Butter","WMweEpGlu_U","US","Auburn",4830796,"US","USA101","USP136"
"BTS",41.85059,-87.79367,10000,"Butter","WMweEpGlu_U","US","Berwyn",4884597,"US","USA117","USP160"
"BTS",41.69864,-88.0684,10000,"Butter","WMweEpGlu_U","US","Bolingbrook",4885265,"US","USA117","USP160"
"BTS",42.03336,-87.8834,10000,"Butter","WMweEpGlu_U","US","Des Plaines",4889772,"US","USA117","USP160"
"BTS",42.1103,-88.03424,10000,"Butter","WMweEpGlu_U","US","Palatine",4905211,"US","USA117","USP160"
"BTS",42.03336,-87.73339,10000,"Butter","WMweEpGlu_U","US","Skokie",4911600,"US","USA117","USP160"
"BTS",40.42587,-86.90807,10000,"Butter","WMweEpGlu_U","US","West Lafayette",4928096,"US","USA118","USP147"
"BTS",42.4251,-71.06616,10000,"Butter","WMweEpGlu_U","US","Malden",4942939,"US","USA125","USP102"
"BTS",42.37649,-71.23561,10000,"Butter","WMweEpGlu_U","US","Waltham",4954380,"US","USA125","USP102"
"BTS",44.73191,-93.21772,10000,"Butter","WMweEpGlu_U","US","Apple Valley",5016494,"US","USA127","USP155"
"BTS",45.1608,-93.23495,10000,"Butter","WMweEpGlu_U","US","Blaine",5018651,"US","USA127","USP155"
"BTS",44.8408,-93.29828,10000,"Butter","WMweEpGlu_U","US","Bloomington",5018739,"US","USA127","USP155"
"BTS",44.80413,-93.16689,10000,"Butter","WMweEpGlu_U","US","Eagan",5024825,"US","USA127","USP155"
"BTS",40.42788,-74.41598,10000,"Butter","WMweEpGlu_U","US","East Brunswick",5097402,"US","USA134","USP108"
"BTS",40.88593,-74.04347,10000,"Butter","WMweEpGlu_U","US","Hackensack",5098706,"US","USA134","USP107"
"BTS",40.48622,-74.45182,10000,"Butter","WMweEpGlu_U","US","New Brunswick",5101717,"US","USA134","USP108"
"BTS",40.85788,-74.42599,10000,"Butter","WMweEpGlu_U","US","Parsippany",5102427,"US","USA134","USP107"
"BTS",40.49927,-74.39904,10000,"Butter","WMweEpGlu_U","US","Piscataway",5102713,"US","USA134","USP108"
"BTS",40.8976,-74.01597,10000,"Butter","WMweEpGlu_U","US","Teaneck",5105262,"US","USA134","USP107"
"BTS",40.76843,-73.52513,10000,"Butter","WMweEpGlu_U","US","Hicksville",5120656,"US","USA136","USP111"
"BTS",43.75083,-87.71453,10000,"Butter","WMweEpGlu_U","US","Sheboygan",5272893,"US","USA155","USP153"
"BTS",35.19807,-111.65127,10000,"Butter","WMweEpGlu_U","US","Flagstaff",5294810,"US","USA104","USP186"
"BTS",34.08529,-117.9609,10000,"Butter","WMweEpGlu_U","US","Baldwin Park",5325866,"US","USA106","USP191"
"BTS",33.88168,-118.11701,10000,"Butter","WMweEpGlu_U","US","Bellflower",5327422,"US","USA106","USP190"
"BTS",35.76884,-119.24705,10000,"Butter","WMweEpGlu_U","US","Delano",5342485,"US","USA106","USP193"
"BTS",32.792,-115.56305,10000,"Butter","WMweEpGlu_U","US","El Centro",5345609,"US","USA106","USP192"
"BTS",38.67796,-121.17606,10000,"Butter","WMweEpGlu_U","US","Folsom",5349705,"US","USA106","USP195"
"BTS",33.70918,-117.95367,10000,"Butter","WMweEpGlu_U","US","Fountain Valley",5350207,"US","USA106","USP192"
"BTS",33.99307,-117.96868,10000,"Butter","WMweEpGlu_U","US","Hacienda Heights",5354819,"US","USA106","USP191"
"BTS",33.98168,-118.22507,10000,"Butter","WMweEpGlu_U","US","Huntington Park",5358736,"US","USA106","USP190"
"BTS",33.93196,-117.94617,10000,"Butter","WMweEpGlu_U","US","La Habra",5363922,"US","USA106","USP190"
"BTS",38.1302,-121.27245,10000,"Butter","WMweEpGlu_U","US","Lodi",5367565,"US","USA106","USP195"
"BTS",34.00946,-118.10535,10000,"Butter","WMweEpGlu_U","US","Montebello",5374322,"US","USA106","USP190"
"BTS",38.29714,-122.28553,10000,"Butter","WMweEpGlu_U","US","Napa",5376095,"US","USA106","USP194"
"BTS",33.74446,-118.38702,10000,"Butter","WMweEpGlu_U","US","Rancho Palos Verdes",5386035,"US","USA106","USP190"
"BTS",34.05557,-117.18254,10000,"Butter","WMweEpGlu_U","US","Redlands",5386754,"US","USA106","USP192"
"BTS",37.90631,-122.06496,10000,"Butter","WMweEpGlu_U","US","Walnut Creek",5406990,"US","USA106","USP194"
"BTS",36.91023,-121.75689,10000,"Butter","WMweEpGlu_U","US","Watsonville",5407529,"US","USA106","USP195"
"BTS",38.58046,-121.53023,10000,"Butter","WMweEpGlu_U","US","West Sacramento",5408211,"US","USA106","USP195"
"BTS",39.14045,-121.61691,10000,"Butter","WMweEpGlu_U","US","Yuba City",5411015,"US","USA106","USP195"
"BTS",35.68698,-105.9378,10000,"Butter","WMweEpGlu_U","US","Santa Fe",5490263,"US","USA135","USP187"
"BTS",40.2969,-111.69465,10000,"Butter","WMweEpGlu_U","US","Orem",5779334,"US","USA149","USP184"
"BTS",47.68149,-122.20874,10000,"Butter","WMweEpGlu_U","US","Kirkland",5799841,"US","USA153","USP198"
"BTS",47.03787,-122.9007,10000,"Butter","WMweEpGlu_U","US","Olympia",5805687,"US","USA153","USP198"
"BTS",46.23958,-119.10057,10000,"Butter","WMweEpGlu_U","US","Pasco",5806298,"US","USA153","USP199"
"BTS",47.67399,-122.12151,10000,"Butter","WMweEpGlu_U","US","Redmond",5808079,"US","USA153","USP198"
"BTS",19.72991,-155.09073,10000,"Butter","WMweEpGlu_U","US","Hilo",5855927,"US","USA115","USP196"
"BTS",49.16638,-121.95257,10000,"Butter","WMweEpGlu_U","CA","Chilliwack",5921356,"CA","CAA159","CAP1V2P"
"BTS",56.72676,-111.38103,10000,"Butter","WMweEpGlu_U","CA","Fort McMurray",5955895,"CA","CAA148","CAP1T9H"
"BTS",49.21939,-122.60193,10000,"Butter","WMweEpGlu_U","CA","Maple Ridge",6065686,"CA","CAA159","CAP1V2X"
"Costel Biju",45.12619,25.73496,10000,"Am Platit Sa-Mi Duc Regina","kGQeFzjpMHc","RO","Câmpina",681862,"RO","ROA129","ROP110"
"Costel Biju",47.2469,26.72291,10000,"Am Platit Sa-Mi Duc Regina","kGQeFzjpMHc","RO","Paşcani",6945426,"RO","ROA122","ROP170"
"Daddy Yankee, Marc Anthony",25.94815,-80.317,10000,"De Vuelta Pa' La Vuelta","VibGLc41UvQ","US","Country Club",4152093,"US","USA112","USP133"
"Daddy Yankee, Marc Anthony",28.01057,-82.57732,10000,"De Vuelta Pa' La Vuelta","VibGLc41UvQ","US","Town 'n' Country",4175538,"US","USA112","USP133"
"Daði Freyr",63.82842,20.25972,10000,"10 Years (Live)","jaTRNImqnHM","SE","Umeå",602150,"SE","SEA124","SEP190"
"Daði Freyr",59.4439,18.06872,10000,"10 Years (Live)","jaTRNImqnHM","SE","Täby",2669772,"SE","SEA101","SEP118"
"Daði Freyr",55.70584,13.19321,10000,"10 Years (Live)","jaTRNImqnHM","SE","Lund",2693678,"SE","SEA112","SEP122"
"Dj Guuga, DJ Ivis",42.27926,-71.41617,10000,"Volta Bebê, Volta Neném","x0EPgyNd9o0","US","Framingham",4937230,"US","USA125","USP101"
"DJ Khaled",33.88399,-84.51438,10000,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","BTivsHlVcGU","US","Smyrna",4223379,"US","USA113","USP130"
"Doja Cat",29.88327,-97.94139,10000,"Kiss Me More (feat. SZA)","0EVVKs6DQLo","US","San Marcos",4726491,"US","USA148","USP178"
"Doja Cat",33.8303,-116.54529,10000,"Kiss Me More (feat. SZA)","0EVVKs6DQLo","US","Palm Springs",5380668,"US","USA106","USP192"
"Doja Cat",36.20773,-119.34734,10000,"Kiss Me More (feat. SZA)","0EVVKs6DQLo","US","Tulare",5403783,"US","USA106","USP193"
"Ego, Stylko",49.06144,20.29798,10000,"Zatmenie","cZJMUm3qKt4","SK","Poprad",723846,"SK","SKA17","SKP105"
"Ego, Stylko",49.22315,18.73941,10000,"Zatmenie","cZJMUm3qKt4","SK","Žilina",3056508,"SK","SKA15","SKP101"
"Ego, Stylko",49.12153,18.42169,10000,"Zatmenie","cZJMUm3qKt4","SK","Považská Bystrica",3058060,"SK","SKA13","SKP101"
"El Alfa, Chael Produciendo, CJ, El Cherry Scom",42.7262,-71.19089,10000,"La Mamá de la Mamá","s5yRZOQ3EWI","US","Methuen",4943828,"US","USA125","USP101"
"El Alfa, Chael Produciendo, CJ, El Cherry Scom",40.77955,-74.02375,10000,"La Mamá de la Mamá","s5yRZOQ3EWI","US","Union City",5105634,"US","USA134","USP107"
"El Alfa, Chael Produciendo, CJ, El Cherry Scom",40.6576,-73.58318,10000,"La Mamá de la Mamá","s5yRZOQ3EWI","US","Freeport",5117949,"US","USA136","USP111"
"El Alfa, Chael Produciendo, CJ, El Cherry Scom",40.70621,-73.61874,10000,"La Mamá de la Mamá","s5yRZOQ3EWI","US","Hempstead",5120478,"US","USA136","USP111"
"Ewa Farna",49.22645,17.67065,10000,"Ciało","vvCnsBpFgLc","CZ","Zlín",3061370,"CZ","CZA172","CZP176"
"Ewa Farna",49.47188,17.11184,10000,"Ciało","vvCnsBpFgLc","CZ","Prostějov",3067421,"CZ","CZA171","CZP179"
"Ewa Farna",49.45511,17.4509,10000,"Ciało","vvCnsBpFgLc","CZ","Přerov",3067580,"CZ","CZA171","CZP175"
"Ewa Farna",50.04075,15.77659,10000,"Ciało","vvCnsBpFgLc","CZ","Pardubice",3068582,"CZ","CZA153","CZP153"
"Ewa Farna",49.93866,17.90257,10000,"Ciało","vvCnsBpFgLc","CZ","Opava",3068927,"CZ","CZA180","CZP174"
"Ewa Farna",49.59552,17.25175,10000,"Ciało","vvCnsBpFgLc","CZ","Olomouc",3069011,"CZ","CZA171","CZP177"
"Ewa Farna",50.76711,15.05619,10000,"Ciało","vvCnsBpFgLc","CZ","Liberec",3071961,"CZ","CZA151","CZP146"
"Ewa Farna",49.3961,15.59124,10000,"Ciało","vvCnsBpFgLc","CZ","Jihlava",3074199,"CZ","CZA163","CZP158"
"Ewa Farna",50.20923,15.83277,10000,"Ciało","vvCnsBpFgLc","CZ","Hradec Králové",3074967,"CZ","CZA152","CZP150"
"Ewa Farna",49.77984,18.43688,10000,"Ciało","vvCnsBpFgLc","CZ","Havířov",3075921,"CZ","CZA180","CZP173"
"Ewa Farna",49.68333,18.35,10000,"Ciało","vvCnsBpFgLc","CZ","Frýdek-Místek",3076127,"CZ","CZA180","CZP173"
"Ewa Farna",48.97447,14.47434,10000,"Ciało","vvCnsBpFgLc","CZ","České Budějovice",3077916,"CZ","CZA131","CZP137"
"Gera Mx, Christian Nodal",11.92988,-85.95602,10000,"Botella Tras Botella","XegHMc35Bo8","NI","Granada",3619136,"NI","NIA170",""
"Gjon's Tears",47.55839,7.57327,10000,"Tout l'univers (Live)","jznH_fltcYA","CH","Basel",2661604,"CH","CHA112","CHP140"
"Gonee",42.37056,21.15528,10000,"Faj Faj","9gCfxA5Eb7c","XK","Ferizaj",784759,"KS","KSA17","KSP170"
"Gonee",42.67272,21.16688,10000,"Faj Faj","9gCfxA5Eb7c","XK","Pristina",786714,"KS","KSA16","KSP110"
"Go_A",50.93106,5.33781,10000,"SHUM (Live)","lqvzDkgok_g","BE","Hasselt",2796491,"BE","BEA102000",""
"Go_A",44.11972,15.24222,10000,"SHUM (Live)","lqvzDkgok_g","HR","Zadar",3186952,"HR","HRA133","HRP123"
"Iconito, FS Zemplín",48.75434,21.9195,10000,"Korene","paVO_afik0w","SK","Michalovce",724144,"SK","SKA18","SKP107"
"IMT Smile, Ben Cristovao",48.57442,19.15324,10000,"MIESTO","w7mCXksi3i4","SK","Zvolen",3056459,"SK","SKA16","SKP196"
"IMT Smile, Ben Cristovao",48.89452,18.04436,10000,"MIESTO","w7mCXksi3i4","SK","Trenčín",3057140,"SK","SKA13","SKP191"
"IMT Smile, Ben Cristovao",49.06651,18.92399,10000,"MIESTO","w7mCXksi3i4","SK","Martin",3058780,"SK","SKA15","SKP103"
"IMT Smile, Ben Cristovao",48.73946,19.15349,10000,"MIESTO","w7mCXksi3i4","SK","Banská Bystrica",3061186,"SK","SKA16","SKP197"
"Jador & Loredana & Florin Salam & Costi",45.86667,25.78333,10000,"Fericire","Gj-s3CPi4Vk","RO","Sfântu-Gheorghe",667303,"RO","ROA114","ROP152"
"Jador & Loredana & Florin Salam & Costi",45.41667,23.36667,10000,"Fericire","Gj-s3CPi4Vk","RO","Petroşani",670938,"RO","ROA120","ROP133"
"Joé Dwèt Filé",48.7939,2.35992,10000,"Jolie madame (feat. Ronisia)","YDrQMHYLtN0","FR","Villejuif",2968705,"FR","FRA111",""
"Joé Dwèt Filé",48.85442,2.48268,10000,"Jolie madame (feat. Ronisia)","YDrQMHYLtN0","FR","Fontenay-sous-Bois",3017910,"FR","FRA111",""
"Khabib",56.51667,21.01667,10000,"Ягода малинка","Rt2zZSaOFtw","LV","Liepāja",457954,"LV","LVA102","LVP134"
"Khabib",56.65,23.71278,10000,"Ягода малинка","Rt2zZSaOFtw","LV","Jelgava",459279,"LV","LVA105","LVP130"
"Khabib",55.80672,38.96178,10000,"Ягода малинка","Rt2zZSaOFtw","RU","Orekhovo-Zuyevo",515024,"RU","RUA11","RUP114"
"Khabib",44.22333,42.05778,10000,"Ягода малинка","Rt2zZSaOFtw","RU","Cherkessk",569154,"RU","RUA18","RUP136"
"Kinderen voor Kinderen",52.09,5.23333,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Zeist",2743977,"NL","NLA103","NLP137"
"Kinderen voor Kinderen",52.085,4.88333,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Woerden",2744248,"NL","NLA103","NLP134"
"Kinderen voor Kinderen",51.9125,4.34167,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Vlaardingen",2745467,"NL","NLA103","NLP131"
"Kinderen voor Kinderen",51.37,6.16806,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Venlo",2745641,"NL","NLA104","NLP159"
"Kinderen voor Kinderen",52.02863,5.55891,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Veenendaal",2745774,"NL","NLA103","NLP139"
"Kinderen voor Kinderen",51.88667,5.42917,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Tiel",2746331,"NL","NLA102","NLP140"
"Kinderen voor Kinderen",51.53083,4.46528,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Roosendaal",2747930,"NL","NLA104","NLP147"
"Kinderen voor Kinderen",51.19417,5.9875,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Roermond",2748000,"NL","NLA104","NLP160"
"Kinderen voor Kinderen",51.765,5.51806,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Oss",2749234,"NL","NLA104","NLP153"
"Kinderen voor Kinderen",51.645,4.85972,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Oosterhout",2749450,"NL","NLA104","NLP149"
"Kinderen voor Kinderen",52.02917,5.08056,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Nieuwegein",2750325,"NL","NLA103","NLP134"
"Kinderen voor Kinderen",53.20139,5.80859,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Leeuwarden",2751792,"NL","NLA101","NLP189"
"Kinderen voor Kinderen",52.22333,5.17639,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Hilversum",2754064,"NL","NLA103","NLP112"
"Kinderen voor Kinderen",52.26583,6.79306,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Hengelo",2754394,"NL","NLA102","NLP175"
"Kinderen voor Kinderen",52.67144,4.84862,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Heerhugowaard",2754659,"NL","NLA103","NLP117"
"Kinderen voor Kinderen",52.95929,5.91854,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Heerenveen",2754669,"NL","NLA101","NLP184"
"Kinderen voor Kinderen",52.34167,5.62083,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Harderwijk",2754848,"NL","NLA102","NLP138"
"Kinderen voor Kinderen",52.01667,4.70833,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Gouda",2755420,"NL","NLA103","NLP128"
"Kinderen voor Kinderen",52.71083,5.74861,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Emmeloord",2756139,"NL","NLA102","NLP183"
"Kinderen voor Kinderen",52.03333,5.65833,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Ede",2756429,"NL","NLA102","NLP167"
"Kinderen voor Kinderen",51.965,6.28889,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Doetinchem",2756767,"NL","NLA102","NLP170"
"Kinderen voor Kinderen",52.255,6.16389,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Deventer",2756987,"NL","NLA102","NLP174"
"Kinderen voor Kinderen",51.495,4.29167,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Bergen op Zoom",2759145,"NL","NLA104","NLP146"
"Kinderen voor Kinderen",52.35667,6.6625,10000,"Zij aan zij","PCVjw1Qzh9o","NL","Almelo",2759887,"NL","NLA102","NLP176"
"Les Cowboys Fringants",48.44879,-68.52396,10000,"L'Amérique pleure","sYRp8oP0yiw","CA","Rimouski",6354895,"CA","CAA124","CAP1G5L"
"Lil Nas X",35.38592,-94.39855,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Fort Smith",4111410,"US","USA105","USP172"
"Lil Nas X",28.66111,-81.36562,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Altamonte Springs",4145941,"US","USA112","USP132"
"Lil Nas X",28.67617,-81.51186,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Apopka",4146166,"US","USA112","USP132"
"Lil Nas X",28.90054,-81.26367,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Deltona",4153146,"US","USA112","USP132"
"Lil Nas X",26.62168,-81.84059,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Fort Myers",4155995,"US","USA112","USP133"
"Lil Nas X",27.90979,-82.78842,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Largo",4161580,"US","USA112","USP133"
"Lil Nas X",28.08363,-80.60811,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Melbourne",4163971,"US","USA112","USP132"
"Lil Nas X",29.58497,-81.20784,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Palm Coast",4167538,"US","USA112","USP132"
"Lil Nas X",27.8428,-82.69954,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Pinellas Park",4168630,"US","USA112","USP133"
"Lil Nas X",28.14029,-81.45841,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Poinciana",4168930,"US","USA112","USP134"
"Lil Nas X",27.86614,-82.32648,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Riverview",4170156,"US","USA112","USP133"
"Lil Nas X",27.33643,-82.53065,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Sarasota",4172131,"US","USA112","USP134"
"Lil Nas X",38.27757,-85.73718,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Jeffersonville",4259671,"US","USA118","USP147"
"Lil Nas X",39.16261,-76.62469,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Glen Burnie",4356188,"US","USA124","USP121"
"Lil Nas X",39.64176,-77.71999,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Hagerstown",4357141,"US","USA124","USP121"
"Lil Nas X",38.5767,-92.17352,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Jefferson City",4392388,"US","USA129","USP165"
"Lil Nas X",37.08423,-94.51328,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Joplin",4392768,"US","USA129","USP164"
"Lil Nas X",34.75405,-77.43024,10000,"MONTERO (Call Me By Your Name)","6swmTBVI83k","US","Jacksonville",4473083,"US","USA137","USP128"
